,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw_dropping,OK,Obnoxious,Inspiring,total,Other_TED,TED,TEDGlobal,TEDMED,TEDSalon,TEDWomen,TEDx,minutes,minus_months,duration,views_log
0,20.932115800577513,4.872617233700226,6.470895355403779,3.4661324866011016,0.4123557553995162,0.2578555369681729,7.827300721356193,11.274253870496853,0.31965562434071026,11.405312676476544,4.72983772149471,1.2509190099199796,0.2226934182906948,26.55698927022621,93851,0,1,0,0,0,0,0,19.4,-150,1164,11.4494636972589
1,18.515997277059228,1.9741320626276375,1.9060585432266848,4.731109598366236,3.8461538461538463,2.110279101429544,15.078284547311096,4.4928522804629,8.78148400272294,9.121851599727703,3.948264125255276,6.909462219196732,4.458815520762424,14.057181756296801,2938,0,1,0,0,0,0,0,16.283333333333335,-150,977,7.9854843567338225
2,34.09975238769013,2.122391227449593,6.473293243721258,1.5917934205871949,2.7591085956844714,0.955076052352317,13.972408914043156,5.8719490626105415,3.678811460912628,8.135833038556774,1.910152104704634,5.164485320127343,5.022992571630704,8.135833038556774,2827,0,1,0,0,0,0,0,21.433333333333334,-150,1286,7.946971357693591
3,1.5809217577706325,7.79742765273312,2.813504823151125,20.364415862808148,1.420150053590568,0.857449088960343,10.182207931404074,3.536977491961415,0.964630225080386,12.32583065380493,6.162915326902465,2.277599142550911,0.9378349410503752,28.670953912111468,3732,0,1,0,0,0,0,0,18.6,-150,1116,8.224699561967237
4,5.4243902439024385,3.6760975609756095,12.49560975609756,1.2409756097560976,0.4292682926829269,0.28097560975609753,21.201951219512196,17.974634146341465,0.26146341463414635,9.92,14.579512195121954,0.9678048780487803,0.2380487804878049,11.289756097560975,25625,0,1,0,0,0,0,0,19.833333333333332,-150,1190,10.151323716440707
5,7.17354511131363,4.595755760968625,2.5842989194115353,4.6933992969665415,1.8552271839604215,1.9593802890248664,6.7569326910558525,8.787918239812525,2.454107538080979,15.772685848196847,4.354901705507095,2.8707199583387584,2.1807056372868114,33.92136440567634,15362,0,1,0,0,0,0,0,21.75,-150,1305,9.639652206558626
6,41.36552872606162,4.6128226477935055,5.328892589508743,7.94338051623647,3.2139883430474603,1.1990008326394672,3.763530391340549,5.262281432139884,3.746877601998335,5.179017485428808,1.015820149875104,5.129059117402165,4.8293089092422985,7.2939217318900935,6005,0,1,0,0,0,0,0,16.533333333333335,-151,992,8.700347734514084
7,0.8720930232558141,9.496124031007753,18.8953488372093,3.294573643410853,2.5193798449612403,2.422480620155039,11.724806201550386,14.825581395348838,2.5193798449612403,3.585271317829457,5.5232558139534875,6.104651162790698,0.4844961240310077,16.95736434108527,1032,0,1,0,0,0,0,0,19.966666666666665,-151,1198,6.939253946041508
8,1.5170670037926677,3.666245259165613,5.335018963337546,14.209860935524649,4.475347661188369,1.7699115044247788,15.752212389380533,7.914032869785082,7.155499367888749,19.317319848293298,1.5170670037926677,3.893805309734513,2.0986093552465235,11.150442477876108,3955,0,1,0,0,0,0,0,24.75,-151,1485,8.282735880201754
9,0.3118627803766343,9.199952021110713,1.391387789372676,5.709487825356844,3.6703850305865418,1.331414177761785,3.646395585942185,5.505577545879811,10.051577305985367,18.507856543121022,2.5068969653352524,2.9387069689336687,4.450041981528128,30.658510255487588,8337,0,1,0,0,0,0,0,21.033333333333335,-151,1262,9.028458718410613
10,1.0050251256281406,2.847571189279732,14.40536013400335,9.436069235064211,1.8983807928531544,0.7816862088218872,10.44109436069235,8.263539921831379,1.1725293132328307,8.933556672250141,3.685092127303183,2.1775544388609718,0.3908431044109436,33.947515354550525,1791,0,1,0,0,0,0,0,23.566666666666666,-151,1414,7.490529402060711
11,0.8278145695364238,11.589403973509931,3.3112582781456954,15.894039735099339,2.6490066225165565,1.1589403973509933,5.4635761589403975,6.788079470198675,2.3178807947019866,6.95364238410596,3.3112582781456954,4.304635761589403,0.16556291390728478,33.27814569536424,604,0,1,0,0,0,0,0,25.633333333333333,-151,1538,6.403574197934816
12,0.3337041156840935,1.7797552836484982,6.340378197997777,9.56618464961068,1.0011123470522802,0.22246941045606228,20.912124582869858,9.232480533926584,0.5561735261401557,12.347052280311456,7.7864293659621815,1.2235817575083427,0.5561735261401557,26.696329254727477,899,0,1,0,0,0,0,0,25.833333333333332,-151,1550,6.80128303447162
13,1.2483495378706038,3.324930980674589,12.171407994238384,0.4081142719961589,0.6601848517584924,0.2280638578802065,5.533549393830272,11.031088704837355,0.3841075501140319,0.9242587924618894,55.73160484935782,2.2566318569199377,0.2760773016444605,5.653583003240907,8331,0,1,0,0,0,0,0,8.783333333333333,-151,527,9.027738775974909
14,1.7587939698492463,4.0201005025125625,11.180904522613066,10.427135678391961,2.512562814070352,0.7537688442211055,13.06532663316583,8.417085427135678,3.894472361809045,6.155778894472362,3.6432160804020097,3.7688442211055273,1.3819095477386936,27.1356783919598,796,0,1,0,0,0,0,0,17.616666666666667,-151,1057,6.679599185844383
15,3.0375699440447637,26.714628297362108,3.0375699440447637,2.2861710631494803,0.4636290967226218,0.15987210231814547,0.35171862509991997,10.151878497202238,0.2398081534772182,0.6554756195043965,36.45083932853717,1.5187849720223818,0.6235011990407674,14.05275779376499,6255,0,1,0,0,0,0,0,24.683333333333334,-152,1481,8.741136422901011
16,0.5110732538330494,23.573253833049407,4.195059625212947,1.8100511073253835,0.7453151618398637,0.4684838160136287,0.6814310051107325,9.66780238500852,1.1286201022146507,0.4684838160136287,42.52555366269165,1.4480408858603069,0.6601362862010222,11.754684838160136,4696,0,1,0,0,0,0,0,24.083333333333332,-152,1445,8.454466361507933
17,1.162790697674419,3.7098560354374315,17.774086378737547,8.305647840531561,1.0520487264673308,0.3875968992248062,15.448504983388705,8.803986710963455,0.7198228128460686,7.751937984496124,3.4883720930232562,1.6611295681063123,0.22148394241417496,28.516057585825035,1806,0,1,0,0,0,0,0,15.1,-152,906,7.498869733976932
18,2.5128205128205128,13.282051282051285,9.487179487179487,4.051282051282051,6.102564102564102,4.102564102564102,3.641025641025641,11.282051282051285,5.794871794871796,1.1282051282051282,4.769230769230768,3.4871794871794872,10.769230769230768,18.615384615384613,1950,0,1,0,0,0,0,0,19.5,-152,1170,7.575584651557793
19,1.1942174732872406,6.5367693274670025,10.685103708359524,3.959773727215588,2.8912633563796355,0.8170961659333752,30.04399748585795,11.37649277184161,0.8799497171590195,4.5883092394720295,3.3940917661847902,4.274041483343809,0.6913890634820867,17.410433689503456,1591,0,0,1,0,0,0,0,20.016666666666666,-152,1201,7.372118028337788
20,1.001669449081803,1.8363939899833053,9.766277128547578,4.340567612687813,2.504173622704508,0.667779632721202,26.711185308848076,9.26544240400668,2.1702838063439067,10.016694490818029,2.1702838063439067,5.759599332220367,0.5008347245409015,21.535893155258766,1198,0,1,0,0,0,0,0,18.566666666666666,-152,1114,7.088408778675394
21,53.97223293482453,1.4269186270728884,7.462398765908214,1.446201311222522,5.129193983802546,3.9143848823756273,1.1762437331276514,3.413035094485152,2.6417277284998075,0.38565368299267255,1.5426147319706902,8.677207867335133,4.608561511762437,3.7794060933281917,5186,0,1,0,0,0,0,0,18.933333333333334,-152,1136,8.55371796609861
22,13.135068153655515,6.6914498141263925,1.1152416356877324,4.089219330855019,14.745972738537796,4.9566294919454785,10.161090458488227,4.213135068153656,8.302354399008673,2.850061957868649,0.3717472118959108,10.780669144981413,5.080545229244113,10.656753407682775,807,0,1,0,0,0,0,0,16.766666666666666,-152,1006,6.693323668269949
23,7.2195483154387246,7.997038134024434,3.193261754905591,1.6382821177341726,2.2676786375416507,1.0644205849685302,23.98185857089967,19.49278045168456,2.3047019622362086,14.004072565716402,1.9159570529433545,3.6467974824139207,1.0273972602739725,10.024065161051462,10804,0,1,0,0,0,0,0,23.45,-153,1407,9.287671714912506
24,4.200385356454721,13.179190751445086,1.6955684007707128,25.202312138728324,1.1946050096339114,0.5009633911368016,5.934489402697495,5.549132947976879,1.0404624277456649,3.737957610789981,3.737957610789981,1.001926782273603,1.6570327552986512,30.40462427745665,2595,0,1,0,0,0,0,0,20.416666666666668,-153,1225,7.861341795599989
25,3.6694677871148462,2.5490196078431366,7.535014005602242,2.5770308123249297,1.2605042016806722,1.1764705882352942,12.492997198879552,14.425770308123248,1.3725490196078431,34.56582633053221,3.893557422969188,2.044817927170868,0.5882352941176471,11.120448179271708,3570,0,0,1,0,0,0,0,19.0,-153,1140,8.180320874773685
